Location-To;Location-From;GCAS;Description;UOM;Type;Procurement;Safety Strategy;Safety;Rounding Value
2727;2621;83725202;ORK ULT LW Fresh 12x28 QP Mina 1.3 GEB  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725201;ORK ULT RW 12x40 QP Mina 1.3 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83725201;ORK ULT RW 12x40 QP Mina 1.3 GEB        ;CS;FERT;F;SS;1000;0
2727;2621;83725200;ORK ULT RW Fresh 12x36 QP Mina 1.3 GEB  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725200;ORK ULT RW Fresh 12x36 QP Mina 1.3 GEB  ;CS;FERT;P;SS;1000;0
2727;2621;83725199;ORK ULT NW 12x36 GP Mina 1.3 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725199;ORK ULT NW 12x36 GP Mina 1.3 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83725738;ORK ULT RW 18x26 TP SUP PR LEV 1.1 TR   ;CS;FERT;F;SS;1000;0
2727;2621;83725736;ORK ULT NW 12x24 QP SUP PR LEV 1.1 TR   ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725736;ORK ULT NW 12x24 QP SUP PR LEV 1.1 TR   ;CS;FERT;P;SS;1000;0
2727;2621;83725734;ORK ULT LW 12x26 QP SUP PR LEV 1.1 TR   ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725734;ORK ULT LW 12x26 QP SUP PR LEV 1.1 TR   ;CS;FERT;P;SS;1000;0
2727;#N/D!;83725731;ORK ULT RW 12x34 QP SUP PR LEV 1.1 TR   ;CS;FERT;P;SS;1000;0
2621;#N/D!;83725577;ORK ULT NW 8x28 GP Odette S5AB Turkey   ;CS;FERT;P;SS;1000;0
2727;2621;83725577;ORK ULT NW 8x28 GP Odette S5AB Turkey   ;CS;FERT;F;SS;1000;0
2727;2621;83725576;ORK ULT NW 12x16 TP Odette S5AB Turkey  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725576;ORK ULT NW 12x16 TP Odette S5AB Turkey  ;CS;FERT;P;SS;1000;0
2727;2621;83725575;ORK ULT NW 16x14 VP Mina 1.3 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725575;ORK ULT NW 16x14 VP Mina 1.3 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83725574;ORK ULT NW 24x10 SP Mina 1.3 BIM GEB    ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725574;ORK ULT NW 24x10 SP Mina 1.3 BIM GEB    ;CS;FERT;P;SS;1000;0
2621;#N/D!;83725573;ORK ULT NW 24x7 SP Mina 1.3 GEB         ;CS;FERT;P;SS;1000;0
2727;2621;83725573;ORK ULT NW 24x7 SP Mina 1.3 GEB         ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725572;ORK ULT LW Fresh 18x7 SP Mina 1.3 GEB   ;CS;FERT;P;SS;1000;0
2727;2621;83725572;ORK ULT LW Fresh 18x7 SP Mina 1.3 GEB   ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725571;ORK ULT LW 16X16 VP Mina 1.3 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83725571;ORK ULT LW 16X16 VP Mina 1.3 GEB        ;CS;FERT;F;SS;1000;0
2727;2621;83725570;ORK ULT LW 24x8 SP Mina 1.3 GEB         ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725570;ORK ULT LW 24x8 SP Mina 1.3 GEB         ;CS;FERT;P;SS;1000;0
2727;2621;83724229;ORK ULT NW 24x7 SP Odette S5AB Turkey   ;CS;FERT;F;SS;1000;0
2621;#N/D!;83724229;ORK ULT NW 24x7 SP Odette S5AB Turkey   ;CS;FERT;P;SS;1000;0
2621;#N/D!;83724102;ORKID CBO LNG ONMM 12x28 Odette TK      ;CS;FERT;P;SS;1000;0
2727;2621;83724102;ORKID CBO LNG ONMM 12x28 Odette TK      ;CS;FERT;F;SS;1000;0
2727;2621;83724101;ORKID CBO LNG ONMM 14X16 Odette TK      ;CS;FERT;F;SS;1000;0
2621;#N/D!;83724101;ORKID CBO LNG ONMM 14X16 Odette TK      ;CS;FERT;P;SS;1000;0
2727;2621;83724100;ORKID REG DEO ONMM 10X40 Odette TK      ;CS;FERT;F;SS;1000;0
2621;#N/D!;83724100;ORKID REG DEO ONMM 10X40 Odette TK      ;CS;FERT;P;SS;1000;0
2621;#N/D!;83723932;ORK ULT LW 12X24 QP Mina 1.2 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83723932;ORK ULT LW 12X24 QP Mina 1.2 GEB        ;CS;FERT;F;SS;1000;0
2727;2621;83723931;ORK ULT RW 12X30 QP Mina 1.2 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723931;ORK ULT RW 12X30 QP Mina 1.2 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83723930;ORK ULT LW Fresh 12x28 QP Mina 1.2 GEB  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723930;ORK ULT LW Fresh 12x28 QP Mina 1.2 GEB  ;CS;FERT;P;SS;1000;0
2621;#N/D!;83723929;ORK ULT LW Fresh 18x7 SP Mina 1.2 GEB   ;CS;FERT;P;SS;1000;0
2727;2621;83723929;ORK ULT LW Fresh 18x7 SP Mina 1.2 GEB   ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723928;ORK ULT RW Fresh 12x36 QP Mina 1.2 GEB  ;CS;FERT;P;SS;1000;0
2727;2621;83723928;ORK ULT RW Fresh 12x36 QP Mina 1.2 GEB  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723927;ORK ULT RW Fresh 24x13 SP Mina1.2BIM GEB;CS;FERT;P;SS;1000;0
2727;2621;83723927;ORK ULT RW Fresh 24x13 SP Mina1.2BIM GEB;CS;FERT;F;SS;1000;0
2727;2621;83723926;ORK ULT RW Fresh 24x9 SP Mina 1.2 GEB   ;CS;FERT;F;SS;1000;0
2621;#N/D!;83723926;ORK ULT RW Fresh 24x9 SP Mina 1.2 GEB   ;CS;FERT;P;SS;1000;0
2727;2621;83725198;ORK ULT NW 12x20 TP Mina 1.3 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725198;ORK ULT NW 12x20 TP Mina 1.3 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83725197;ORK ULT LW 12X40 GP Mina 1.3 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725197;ORK ULT LW 12X40 GP Mina 1.3 GEB        ;CS;FERT;P;SS;1000;0
2621;#N/D!;83725196;ORK ULT LW 12X24 TP Mina 1.3 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83725196;ORK ULT LW 12X24 TP Mina 1.3 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725195;ORK ULT RW 12X50 GP Mina 1.3 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83725195;ORK ULT RW 12X50 GP Mina 1.3 GEB        ;CS;FERT;F;SS;1000;0
2727;2621;83725194;ORK ULT RW 12X30 TP Mina 1.3 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83725194;ORK ULT RW 12X30 TP Mina 1.3 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83724574;ORK MIX 100x(3+1+1) Turkey              ;CS;FERT;F;SS;1000;0
2621;#N/D!;83724574;ORK MIX 100x(3+1+1) Turkey              ;CS;FERT;P;SS;1000;0
2727;2621;83724244;ORKID SIM oval SF 15X60 Beyonce2        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83724244;ORKID SIM oval SF 15X60 Beyonce2        ;CS;FERT;P;SS;1000;0
2727;2621;83724243;ORKID SIM oval SF 15X40 Beyonce2        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83724243;ORKID SIM oval SF 15X40 Beyonce2        ;CS;FERT;P;SS;1000;0
2621;#N/D!;83724242;ORKID SIM oval SF 18X20 Beyonce2        ;CS;FERT;P;SS;1000;0
2727;2621;83724242;ORKID SIM oval SF 18X20 Beyonce2        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83724232;ORK ULT NW 12x22 QP Odette S5AB Turkey  ;CS;FERT;P;SS;1000;0
2727;2621;83724232;ORK ULT NW 12x22 QP Odette S5AB Turkey  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83724231;ORK ULT NW 15x12 VP Odette S5AB Turkey  ;CS;FERT;P;SS;1000;0
2727;2621;83724231;ORK ULT NW 15x12 VP Odette S5AB Turkey  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83716891;ORKID LGT REG 10X40 TK Clementine       ;CS;FERT;P;SS;1000;0
2727;2621;83716627;Orkid THK RW  27x6 SP CPM LCC iPad 2.0  ;CS;FERT;F;SS;1000;0
2621;2725;83716627;Orkid THK RW  27x6 SP CPM LCC iPad 2.0  ;CS;FERT;P;SS;1000;77
2725;#N/D!;83716627;Orkid THK RW  27x6 SP CPM LCC iPad 2.0  ;CS;FERT;P;SS;1000;77
2621;#N/D!;83716190;ORKID Sim offset 15X60 TK               ;CS;FERT;P;SS;1000;0
2727;2621;83716190;ORKID Sim offset 15X60 TK               ;CS;FERT;F;SS;1000;0
2621;#N/D!;83716189;ORKID Sim offset 18X20 TK               ;CS;FERT;P;SS;1000;0
2727;2621;83716189;ORKID Sim offset 18X20 TK               ;CS;FERT;F;SS;1000;0
2727;2621;83715839;ORK ULT LW 12x32 QP Plus Sapph 6.0 BUD  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83715839;ORK ULT LW 12x32 QP Plus Sapph 6.0 BUD  ;CS;FERT;P;SS;1000;0
2727;2621;83715836;ORK ULT RW 12x40 QP Sapphire 6.0 BUD    ;CS;FERT;F;SS;1000;0
2621;#N/D!;83715836;ORK ULT RW 12x40 QP Sapphire 6.0 BUD    ;CS;FERT;P;SS;1000;0
2621;#N/D!;83715835;ORK ULT RW 16x20 VP Sapphire 6.0 BUD    ;CS;FERT;P;SS;1000;0
2727;2621;83715835;ORK ULT RW 16x20 VP Sapphire 6.0 BUD    ;CS;FERT;F;SS;1000;0
2621;#N/D!;83715832;Orkid ULT NW 12x28 QP TS3 Saph 6.0 GEB  ;CS;FERT;P;SS;1000;0
2727;2621;83715832;Orkid ULT NW 12x28 QP TS3 Saph 6.0 GEB  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83715831;Orkid ULT NW 16x14 VP TS3 Saph 6.0 GEB  ;CS;FERT;P;SS;1000;0
2727;2621;83715831;Orkid ULT NW 16x14 VP TS3 Saph 6.0 GEB  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83715829;Orkid ULT LW 12x32 QP TS3 Saph 6.0 GEB  ;CS;FERT;P;SS;1000;0
2727;2621;83715829;Orkid ULT LW 12x32 QP TS3 Saph 6.0 GEB  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83715826;Orkid ULT RW 12x40 QP TS3 Saph 6.0 GEB  ;CS;FERT;P;SS;1000;0
2727;2621;83715826;Orkid ULT RW 12x40 QP TS3 Saph 6.0 GEB  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83719146;ORK ULT RW 24X14 MINA 1.0 BIM           ;CS;FERT;P;SS;1000;0
2727;2621;83719146;ORK ULT RW 24X14 MINA 1.0 BIM           ;CS;FERT;F;SS;1000;0
2621;#N/D!;83719109;ORK ULT NW 12x24 QP Sup Pr TR           ;CS;FERT;P;SS;1000;0
2727;2621;83719109;ORK ULT NW 12x24 QP Sup Pr TR           ;CS;FERT;F;SS;1000;0
2727;2621;83719108;ORK ULT NW 16x12 VP Sup Pr TR           ;CS;FERT;F;SS;1000;0
2621;#N/D!;83719108;ORK ULT NW 16x12 VP Sup Pr TR           ;CS;FERT;P;SS;1000;0
2727;2621;83719107;ORK ULT NW 24x7 SP Sup Pr TR            ;CS;FERT;F;SS;1000;0
2621;#N/D!;83719107;ORK ULT NW 24x7 SP Sup Pr TR            ;CS;FERT;P;SS;1000;0
2727;2621;83719105;ORK ULT LW 12x26 QP Sup Pr TR           ;CS;FERT;F;SS;1000;0
2621;#N/D!;83719105;ORK ULT LW 12x26 QP Sup Pr TR           ;CS;FERT;P;SS;1000;0
2727;2621;83719101;ORK ULT RW 12x34 QP Sup Pr TR           ;CS;FERT;F;SS;1000;0
2621;#N/D!;83719101;ORK ULT RW 12x34 QP Sup Pr TR           ;CS;FERT;P;SS;1000;0
2621;#N/D!;83719100;ORK ULT RW 16x18 VP Sup Pr TR           ;CS;FERT;P;SS;1000;0
2727;2621;83719100;ORK ULT RW 16x18 VP Sup Pr TR           ;CS;FERT;F;SS;1000;0
2621;2727;83718930;ORK ULT VP SRP (7 RW + 8 NW +7 TS3RW) TR;CS;FERT;F;SS;1000;0
2727;#N/D!;83718930;ORK ULT VP SRP (7 RW + 8 NW +7 TS3RW) TR;CS;FERT;P;SS;1000;0
2621;#N/D!;83718084;ORKID Sim offset Deo Fresh 18X20 TK     ;CS;FERT;P;SS;1000;0
2727;2621;83718084;ORKID Sim offset Deo Fresh 18X20 TK     ;CS;FERT;F;SS;1000;0
2621;#N/D!;83717129;ORKID Sim oval SF 18X20 TK              ;CS;FERT;P;SS;1000;0
2727;2621;83717129;ORKID Sim oval SF 18X20 TK              ;CS;FERT;F;SS;1000;0
2727;2621;83716892;ORKID LGT REG 18X20 TK Clementine       ;CS;FERT;F;SS;1000;0
2621;#N/D!;83716892;ORKID LGT REG 18X20 TK Clementine       ;CS;FERT;P;SS;1000;0
2725;#N/D!;83714624;Orkid THK LW  8x40 QP CPM               ;CS;FERT;P;SS;1000;30
2727;2621;83714624;Orkid THK LW  8x40 QP CPM               ;CS;FERT;F;SS;1000;0
2621;2725;83714624;Orkid THK LW  8x40 QP CPM               ;CS;FERT;P;SS;1000;30
2621;2725;83714622;Orkid THK LW  24x10 SP CPM              ;CS;FERT;P;SS;1000;40
2725;#N/D!;83714622;Orkid THK LW  24x10 SP CPM              ;CS;FERT;P;SS;1000;40
2727;2621;83714622;Orkid THK LW  24x10 SP CPM              ;CS;FERT;F;SS;1000;0
2621;2725;83714621;Orkid THK RW  8x48 QP CPM               ;CS;FERT;P;SS;1000;30
2725;#N/D!;83714621;Orkid THK RW  8x48 QP CPM               ;CS;FERT;P;SS;1000;30
2727;2621;83714621;Orkid THK RW  8x48 QP CPM               ;CS;FERT;F;SS;1000;0
2621;2725;83714619;Orkid THK RW  24x12 SP CPM              ;CS;FERT;P;SS;1000;36
2725;#N/D!;83714619;Orkid THK RW  24x12 SP CPM              ;CS;FERT;P;SS;1000;36
2727;2621;83714619;Orkid THK RW  24x12 SP CPM              ;CS;FERT;F;SS;1000;0
2727;2621;83712888;ORK ULT RW 12x40 QP Sapphire 5.0 BUD    ;CS;FERT;F;SS;1000;0
2621;#N/D!;83712888;ORK ULT RW 12x40 QP Sapphire 5.0 BUD    ;CS;FERT;P;SS;1000;0
2727;2621;83712878;ORK ULT NW 12x28 QP Sapphire 5.0        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83712878;ORK ULT NW 12x28 QP Sapphire 5.0        ;CS;FERT;P;SS;1000;0
2621;#N/D!;83712871;ORK ULT RW 12x40 QP Sapphire 5.0        ;CS;FERT;P;SS;1000;0
2727;2621;83712871;ORK ULT RW 12x40 QP Sapphire 5.0        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83710910;Orkid ULT NW 12x28 QP TS3 Sapph 4.0 GEB ;CS;FERT;P;SS;1000;0
2727;2621;83710910;Orkid ULT NW 12x28 QP TS3 Sapph 4.0 GEB ;CS;FERT;F;SS;1000;0
2727;2621;83710908;Orkid ULT LW 12x32 QP TS3 Sapph 4.0 GEB ;CS;FERT;F;SS;1000;0
2621;#N/D!;83710908;Orkid ULT LW 12x32 QP TS3 Sapph 4.0 GEB ;CS;FERT;P;SS;1000;0
2621;#N/D!;83715825;Orkid ULT RW 16x20 VP TS3 Saph 6.0 GEB  ;CS;FERT;P;SS;1000;0
2727;2621;83715825;Orkid ULT RW 16x20 VP TS3 Saph 6.0 GEB  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83715824;Orkid ULT RW 24x13 SP TS3 Saph 6.0  BIM ;CS;FERT;P;SS;1000;0
2727;2621;83715824;Orkid ULT RW 24x13 SP TS3 Saph 6.0  BIM ;CS;FERT;F;SS;1000;0
2621;#N/D!;83715818;ORK ULT RW Fresh 24x13 SP Saph 6.0 BIM  ;CS;FERT;P;SS;1000;0
2727;2621;83715818;ORK ULT RW Fresh 24x13 SP Saph 6.0 BIM  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83715816;ORK ULT NW 12x28 QP Sapphire 6.0 GEB    ;CS;FERT;P;SS;1000;0
2727;2621;83715816;ORK ULT NW 12x28 QP Sapphire 6.0 GEB    ;CS;FERT;F;SS;1000;0
2727;2621;83715815;ORK ULT NW 16x14 VP Sapphire 6.0 GEB    ;CS;FERT;F;SS;1000;0
2621;#N/D!;83715815;ORK ULT NW 16x14 VP Sapphire 6.0 GEB    ;CS;FERT;P;SS;1000;0
2727;2621;83715814;ORK ULT NW 24x9 SP Sapphire 6.0 BIM     ;CS;FERT;F;SS;1000;0
2621;#N/D!;83715814;ORK ULT NW 24x9 SP Sapphire 6.0 BIM     ;CS;FERT;P;SS;1000;0
2621;#N/D!;83715813;ORK ULT NW 24x7 SP Sapphire 6.0 GEB     ;CS;FERT;P;SS;1000;0
2727;2621;83715813;ORK ULT NW 24x7 SP Sapphire 6.0 GEB     ;CS;FERT;F;SS;1000;0
2621;#N/D!;83715812;ORK ULT LW 12x32 QP Plus Saphire 6.0 GEB;CS;FERT;P;SS;1000;0
2727;2621;83715812;ORK ULT LW 12x32 QP Plus Saphire 6.0 GEB;CS;FERT;F;SS;1000;0
2727;2621;83715809;ORK ULT RW 12x40 QP Sapphire 6.0 GEB    ;CS;FERT;F;SS;1000;0
2621;#N/D!;83715809;ORK ULT RW 12x40 QP Sapphire 6.0 GEB    ;CS;FERT;P;SS;1000;0
2621;#N/D!;83715808;ORK ULT RW 16x20 VP Sapphire 6.0 GEB    ;CS;FERT;P;SS;1000;0
2727;2621;83715808;ORK ULT RW 16x20 VP Sapphire 6.0 GEB    ;CS;FERT;F;SS;1000;0
2621;#N/D!;83715807;ORK ULT RW 24x14 Sapphire 6.0 BIM       ;CS;FERT;P;SS;1000;0
2727;2621;83715807;ORK ULT RW 24x14 Sapphire 6.0 BIM       ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721941;ORK ULT LW 12x26 QP SUP PR LEV TR       ;CS;FERT;P;SS;1000;0
2727;2621;83721941;ORK ULT LW 12x26 QP SUP PR LEV TR       ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721940;ORK ULT LW 16x14 VP SUP PR LEV TR       ;CS;FERT;P;SS;1000;0
2727;2621;83721940;ORK ULT LW 16x14 VP SUP PR LEV TR       ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721939;ORK ULT LW 24x8 SP SUP PR LEV TR        ;CS;FERT;P;SS;1000;0
2727;2621;83721939;ORK ULT LW 24x8 SP SUP PR LEV TR        ;CS;FERT;F;SS;1000;0
2727;2621;83721938;ORK ULT RW 12x34 QP SUP PR LEV TR       ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721937;ORK ULT RW 16x18 VP SUP PR LEV TR       ;CS;FERT;P;SS;1000;0
2727;2621;83721937;ORK ULT RW 16x18 VP SUP PR LEV TR       ;CS;FERT;F;SS;1000;0
2727;2621;83721936;ORK ULT RW 24x10 SP SUP PR LEV TR       ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721936;ORK ULT RW 24x10 SP SUP PR LEV TR       ;CS;FERT;P;SS;1000;0
2621;#N/D!;83721699;ORKID LGT REG 5X(2x40) Allison TK       ;CS;FERT;P;SS;1000;0
2727;2621;83721699;ORKID LGT REG 5X(2x40) Allison TK       ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721697;ORKID CBO LNG 12x28 Allison TK          ;CS;FERT;P;SS;1000;0
2727;2621;83721697;ORKID CBO LNG 12x28 Allison TK          ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721695;ORKID CBO LNG 14X16 Allison TK          ;CS;FERT;P;SS;1000;0
2727;2621;83721695;ORKID CBO LNG 14X16 Allison TK          ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721694;ORKID REG DEO 10X40 Allison TK          ;CS;FERT;P;SS;1000;0
2727;2621;83721694;ORKID REG DEO 10X40 Allison TK          ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721693;ORKID LGT REG 18X20 Allison TK          ;CS;FERT;P;SS;1000;0
2727;2621;83721693;ORKID LGT REG 18X20 Allison TK          ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721692;ORKID LGT REG 10X40 Allison TK          ;CS;FERT;P;SS;1000;0
2727;2621;83722684;ORK ULT RW 12x40 QP Mina 1.1 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83722684;ORK ULT RW 12x40 QP Mina 1.1 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83722683;ORK ULT RW 16x20 VP Mina 1.1 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83722683;ORK ULT RW 16x20 VP Mina 1.1 GEB        ;CS;FERT;P;SS;1000;0
2621;#N/D!;83722682;ORK ULT RW 24x14 Mina 1.1 BIM           ;CS;FERT;P;SS;1000;0
2727;2621;83722682;ORK ULT RW 24x14 Mina 1.1 BIM           ;CS;FERT;F;SS;1000;0
2621;#N/D!;83722681;ORK ULT RW 16X10 SP Mina 1.1 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83722681;ORK ULT RW 16X10 SP Mina 1.1 GEB        ;CS;FERT;F;SS;1000;0
2727;2621;83722217;ORK ULT NW 12x20 QP PROMO SUP PR LEV TR ;CS;FERT;F;SS;1000;0
2621;#N/D!;83722217;ORK ULT NW 12x20 QP PROMO SUP PR LEV TR ;CS;FERT;P;SS;1000;0
2621;#N/D!;83722216;ORK ULT LW 12x24 QP PROMO SUP PR LEV TR ;CS;FERT;P;SS;1000;0
2727;2621;83722216;ORK ULT LW 12x24 QP PROMO SUP PR LEV TR ;CS;FERT;F;SS;1000;0
2621;#N/D!;83722215;ORK ULT RW 8x28 QP PROMO SUP PR LEV TR  ;CS;FERT;P;SS;1000;0
2727;2621;83722215;ORK ULT RW 8x28 QP PROMO SUP PR LEV TR  ;CS;FERT;F;SS;1000;0
2727;2621;83722079;ORK ULT RW 24x13 SP SUP PR LEV BIM      ;CS;FERT;F;SS;1000;0
2621;#N/D!;83722079;ORK ULT RW 24x13 SP SUP PR LEV BIM      ;CS;FERT;P;SS;1000;0
2727;2621;83721944;ORK ULT NW 12x24 QP SUP PR LEV TR       ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721944;ORK ULT NW 12x24 QP SUP PR LEV TR       ;CS;FERT;P;SS;1000;0
2727;2621;83721943;ORK ULT NW 16x12 VP SUP PR LEV TR       ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721943;ORK ULT NW 16x12 VP SUP PR LEV TR       ;CS;FERT;P;SS;1000;0
2727;2621;83721942;ORK ULT NW 24x7 SP SUP PR LEV TR        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721942;ORK ULT NW 24x7 SP SUP PR LEV TR        ;CS;FERT;P;SS;1000;0
2727;0;83721256;ORK ULT RW 12x18 VP Mid Tier GEB        ;CS;FERT;F;SS;1000;0
2727;0;83721255;ORK ULT RW 12x36 QP Mid Tier GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83719162;ORK ULT LW FRESH 12X28 QP MINA 1.0 GEB  ;CS;FERT;P;SS;1000;0
2727;2621;83719162;ORK ULT LW FRESH 12X28 QP MINA 1.0 GEB  ;CS;FERT;F;SS;1000;0
2727;2621;83719160;ORK ULT LW FRESH 18X7 SP MINA 1.0 GEB   ;CS;FERT;F;SS;1000;0
2621;#N/D!;83719160;ORK ULT LW FRESH 18X7 SP MINA 1.0 GEB   ;CS;FERT;P;SS;1000;0
2727;2621;83719159;ORK ULT RW FRESH 12X36 QP MINA 1.0 GEB  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83719159;ORK ULT RW FRESH 12X36 QP MINA 1.0 GEB  ;CS;FERT;P;SS;1000;0
2727;2621;83719157;ORK ULT RW FRESH 24X13 SP MINA 1.0 BIM  ;CS;FERT;F;SS;1000;0
2621;#N/D!;83719157;ORK ULT RW FRESH 24X13 SP MINA 1.0 BIM  ;CS;FERT;P;SS;1000;0
2727;2621;83719156;ORK ULT RW FRESH 24X9 SP MINA 1.0 GEB   ;CS;FERT;F;SS;1000;0
2621;#N/D!;83719156;ORK ULT RW FRESH 24X9 SP MINA 1.0 GEB   ;CS;FERT;P;SS;1000;0
2727;2621;83719155;ORK ULT NW 12X28 QP MINA 1.0 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83719155;ORK ULT NW 12X28 QP MINA 1.0 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83719154;ORK ULT NW 16X14 VP MINA 1.0 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83719154;ORK ULT NW 16X14 VP MINA 1.0 GEB        ;CS;FERT;P;SS;1000;0
2621;#N/D!;83719153;ORK ULT NW 24X9 SP MINA 1.0 BIM         ;CS;FERT;P;SS;1000;0
2727;2621;83719153;ORK ULT NW 24X9 SP MINA 1.0 BIM         ;CS;FERT;F;SS;1000;0
2621;#N/D!;83719151;ORK ULT LW 12X32 QP PLUS MINA 1.0 GEB   ;CS;FERT;P;SS;1000;0
2727;2621;83719151;ORK ULT LW 12X32 QP PLUS MINA 1.0 GEB   ;CS;FERT;F;SS;1000;0
2727;2621;83719148;ORK ULT RW 12X40 QP MINA 1.0 GEB        ;CS;FERT;F;SS;1000;0
2621;#N/D!;83719148;ORK ULT RW 12X40 QP MINA 1.0 GEB        ;CS;FERT;P;SS;1000;0
2727;2621;83721692;ORKID LGT REG 10X40 Allison TK          ;CS;FERT;F;SS;1000;0
2727;2621;83721691;ORKID Sim offset Deo 15X40 Allison TK   ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721691;ORKID Sim offset Deo 15X40 Allison TK   ;CS;FERT;P;SS;1000;0
2727;2621;83721689;ORKID Sim offset 15X40 Allison TK       ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721689;ORKID Sim offset 15X40 Allison TK       ;CS;FERT;P;SS;1000;0
2621;#N/D!;83721688;ORKID Sim offset Deo 15X60 Allison TK   ;CS;FERT;P;SS;1000;0
2727;2621;83721688;ORKID Sim offset Deo 15X60 Allison TK   ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721687;ORKID Sim offset Deo 18X20 Allison TK   ;CS;FERT;P;SS;1000;0
2727;2621;83721687;ORKID Sim offset Deo 18X20 Allison TK   ;CS;FERT;F;SS;1000;0
2727;0;83721686;ORKID Sim offset 15X60 Allison TK       ;CS;FERT;F;SS;1000;0
2727;2621;83721685;ORKID Sim offset 18X20 Allison TK       ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721685;ORKID Sim offset 18X20 Allison TK       ;CS;FERT;P;SS;1000;0
2621;#N/D!;83721684;ORKID Sim oval SF 15X60 Allison TK      ;CS;FERT;P;SS;1000;0
2727;2621;83721684;ORKID Sim oval SF 15X60 Allison TK      ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721683;ORKID Sim oval SF 15X40 Allison TK      ;CS;FERT;P;SS;1000;0
2727;2621;83721683;ORKID Sim oval SF 15X40 Allison TK      ;CS;FERT;F;SS;1000;0
2727;2621;83721682;ORKID Sim oval SF 18X20 Allison TK      ;CS;FERT;F;SS;1000;0
2621;#N/D!;83721682;ORKID Sim oval SF 18X20 Allison TK      ;CS;FERT;P;SS;1000;0
